lat,lon,distance,pci,mean_rsrp
51.38331,12.208021868275328,2060.8610068086264,216,-245.65192
51.38331,12.208740076404883,2055.5340310045826,216,-254.75275
51.38331,12.209458284534438,2051.4117605872257,216,-267.71655
51.38331,12.210176492663994,2048.501468380566,216,-280.27985
51.38331,12.210894700793549,2046.8083242098878,216,-287.82684
51.38331,12.211612908923104,2046.3353492955334,216,-295.32263
51.38331,12.21233111705266,2047.0833893910747,216,-301.7632
51.38331,12.213049325182215,2049.0511072425606,216,-306.30487
51.38331,12.21376753331177,2052.234994507818,216,-313.307
51.38331,12.214485741441326,2056.62940290527,216,-319.26227
51.38331,12.215203949570881,2062.2265939327986,216,-324.7291
51.38331,12.215922157700437,2069.016806159528,216,-329.89713
51.38331,12.216640365829992,2076.9883387327345,216,-335.34418
51.38331,12.217358573959547,2086.1276494751055,216,-341.91034
51.38331,12.218076782089103,2096.4194657046587,216,-348.2006
51.38331,12.218794990218658,2107.8469057466573,216,-354.02182
51.38331,12.219513198348213,2120.3916090070866,216,-359.47684
51.38331,12.220231406477769,2134.033872417889,216,-364.09604
51.38331,12.220949614607324,2148.7527911059146,216,-363.44962
51.38331,12.22166782273688,2164.5264012092,216,-362.15326
51.38331,12.222386030866435,2181.3318228442686,216,-358.59424
51.38331,12.22310423899599,2199.1454014546684,216,-354.4667
51.38331,12.223822447125546,2217.9428459028877,216,-342.4093
51.38331,12.224540655255101,2237.699361888152,216,-323.53857
51.38331,12.225258863384656,2258.3897795203247,216,-319.1684
51.38331,12.225977071514212,2279.9886740560387,216,-318.3371
51.38331,12.226695279643767,2302.4704790579913,216,-315.75308
51.38331,12.227413487773322,2325.80959142372,216,-312.6985
51.38331,12.228131695902878,2349.980467938345,216,-308.9392
51.38331,12.228849904032433,2374.9577131632223,216,-303.3172
51.38331,12.229568112161989,2400.716158655156,216,-296.602
51.38331,12.230286320291544,2427.230933596823,216,-292.7087
51.38331,12.2310045284211,2454.4775271025264,216,-289.459
51.38331,12.231722736550655,2482.431842475791,216,-287.0088
51.38331,12.23244094468021,2511.0702438321737,216,-282.72064
51.38331,12.233159152809765,2540.36959551154,216,-277.9223
51.38331,12.23387736093932,2570.307294771044,216,-272.8025
51.38331,12.234595569068876,2600.8612982410227,216,-267.59305
51.38331,12.235313777198431,2632.010142686986,216,-262.2746
51.38331,12.236031985327987,2663.732960541587,216,-256.10583
51.38331,12.236750193457542,2696.0094907649122,216,-251.65729
51.38331,12.237468401587098,2728.8200854658758,216,-247.0536
51.38331,12.238186609716653,2762.145712792507,216,-246.50621
51.38331,12.238904817846208,2795.9679565125757,216,-245.05602
51.38331,12.239623025975764,2830.2690127035985,216,-244.82816
51.38331,12.240341234105319,2865.031683935515,216,-245.05583
51.38331,12.241059442234874,2900.2393713056176,216,-245.17291
51.38331,12.24177765036443,2935.8760646538917,216,-246.2996
51.38331,12.242495858493985,2971.926331243767,216,-248.44
51.38331,12.24321406662354,3008.3753031911356,216,-255.12088
51.38331,12.243932274753096,3045.2086638718406,216,-267.66714
51.38331,12.244650482882651,3082.412633526506,216,-278.94684
51.38331,12.245368691012207,3119.9739542568227,216,-290.78653
51.38331,12.246086899141762,3157.879874575266,216,-302.31073
51.38331,12.246805107271317,3196.118133661306,216,-301.86273
51.38331,12.247523315400873,3234.67694545251,216,-297.91406
51.38331,12.248241523530428,3273.544982673041,216,-295.005
51.38331,12.248959731659983,3312.711360912378,216,-292.4734
51.38331,12.249677939789539,3352.1656228221377,216,-289.95648
51.38331,12.250396147919094,3391.8977224978203,216,-287.75797
51.38331,12.25111435604865,3431.8980101204393,216,-284.6723
51.38331,12.251832564178205,3472.1572168810535,216,-282.36865
51.38331,12.25255077230776,3512.6664402532083,216,-280.0186
51.38331,12.253268980437316,3553.4171296175628,216,-277.74054
51.38331,12.253987188566871,3594.40107228644,216,-276.03003
51.38331,12.254705396696426,3635.610379927591,216,-275.06787
