lat,lon,distance,rsrp,pci,lat_minmax,lon_minmax,distance_minmax,rsrp_minmax,pci_minmax,lat_meannorm,lon_meannorm,distance_meannorm,rsrp_meannorm
51.405228,12.212432,331.62283249619105,-94.3,216.0,0.5258132616831704,0.2204231094940831,0.06833804288675645,0.434375,0.0,0.3126363744075836,-0.5482790095493778,-1.0145093440213007,0.22672849253085006
51.405243,12.21249,334.112299869512,-93.0,216.0,0.5261731119853885,0.22087789731205038,0.06888645491114709,0.45468749999999997,0.0,0.31470093309424746,-0.5458125221649974,-1.010562337234502,0.35100726472270843
51.405257,12.212547,336.51556982973744,-93.6,216.0,0.5265089722675155,0.22132484396073443,0.06941587825614408,0.44531250000000006,0.0,0.3166278545354598,-0.5433885604252182,-1.006751994931897,0.29364783140338957
51.405272,12.212607,339.1128654953296,-92.4,216.0,0.5268688225697336,0.2217953141172403,0.06998804408935534,0.4640624999999999,0.0,0.31869241322212366,-0.5408370217517863,-1.002634028281971,0.40836669804202724
51.405285,12.212657,341.3610328371768,-90.9,216.0,0.5271806928317695,0.2221873725809975,0.07048329942643038,0.4874999999999999,0.0,0.32048169741788435,-0.5387107395239138,-0.9990695984560469,0.5517652813403257
51.405296,12.212703,343.34947051610453,-88.8,216.0,0.5274445830534529,0.22254806636764968,0.07092133815895679,0.5203125000000001,0.0,0.3219957071217639,-0.5367545598742952,-0.9959169654478929,0.7525232979579443
51.405308,12.21275,345.48583390087003,-90.8,216.0,0.5277324632952273,0.22291660132358507,0.07139196387642115,0.4890625,0.0,0.323647354071095,-0.5347558545800755,-0.9925297988318111,0.5613251868935464
51.40532,12.212796,347.625921578542,-91.6,216.0,0.5280203435371722,0.22327729511025118,0.07186341002922607,0.47656250000000006,0.0,0.32529900102140413,-0.5327996749303813,-0.9891367274147523,0.48484594246778745
51.405327,12.212833,349.0793186462396,-92.6,216.0,0.5281882736781505,0.22356741837342398,0.07218358310587748,0.46093750000000006,0.0,0.3262624617415213,-0.5312262260817965,-0.9868323918964029,0.3892468869355885
51.405334,12.212867,350.4881784924968,-92.3,216.0,0.5283562038192993,0.223834018128775,0.07249394494819314,0.465625,0.0,0.32722592246261645,-0.5297803541668643,-0.9845986693602417,0.4179266035952479
51.405337,12.212903,351.5233038336245,-93.0,216.0,0.5284281738797428,0.22411630022269244,0.07272197572694908,0.45468749999999997,0.0,0.3276388341999492,-0.5282494309627296,-0.9829574963163997,0.35100726472270843
51.405339,12.212939,352.4671786960238,-90.4,216.0,0.528476153919925,0.22439858231659596,0.07292990467175357,0.4953124999999999,0.0,0.3279141086908524,-0.5267185077586705,-0.9814609993035431,0.5995648091064251
51.405331,12.212973,352.3245012231362,-92.7,216.0,0.5282842337586852,0.22466518207194694,0.07289847383535067,0.4593749999999999,0.0,0.3268130107243057,-0.5252726358437383,-0.9816872119303264,0.37968698138236784
51.405323,12.213008,352.2212879842263,-90.7,216.0,0.5280923135976158,0.22493962299658116,0.07287573669008775,0.4906249999999999,0.0,0.3257119127587369,-0.5237842382842048,-0.9818508547074245,0.5708850924467657
51.405316,12.213042,352.2205444333542,-88.5,216.0,0.5279243834564671,0.22520622275193217,0.0728755728910987,0.525,0.0,0.32474845203764174,-0.5223383663692728,-0.98185203359427,0.7812030146176037
51.405305,12.213073,351.7491546401071,-88.9,216.0,0.5276604932347837,0.22544929899946137,0.07277172905945738,0.5187499999999999,0.0,0.32323444233376225,-0.5210200713879933,-0.982599413830345,0.7429633924047235
51.405289,12.213098,350.63254528548345,-86.5,216.0,0.5272766529124746,0.22564532823134692,0.07252574792984498,0.55625,0.0,0.32103224640164674,-0.5199569302740192,-0.9843697783461183,0.9724011256820015
51.405271,12.213121,349.27402035287787,-91.9,216.0,0.5268448325496425,0.22582567512466606,0.07222647451238239,0.4718749999999999,0.0,0.3185547759766721,-0.5189788404492478,-0.9865236957609411,0.4561662258081267
51.405249,12.213143,347.4872311038969,-89.9,216.0,0.5263170521062758,0.2259981808487298,0.07183285750028798,0.5031249999999999,0.0,0.31552675656891305,-0.5180432762689264,-0.9893566187258639,0.6473643368725246
51.405224,12.213165,345.40242941263523,-91.1,216.0,0.5257173016024653,0.22617068657277964,0.07137359045858635,0.48437500000000006,0.0,0.3120858254238212,-0.5171077120886807,-0.992662035182703,0.532645470233887
51.405194,12.213184,342.74062171367336,-92.7,216.0,0.5249976009980293,0.22631966878900764,0.07078721308149347,0.4593749999999999,0.0,0.3079567080504934,-0.5162997248420876,-0.9968822845282247,0.37968698138236784
51.405164,12.213204,340.1208282448856,-93.2,216.0,0.5242779003934227,0.22647649217450497,0.07021009114163583,0.4515624999999999,0.0,0.3038275906761876,-0.5154492119509688,-1.0010359210498885,0.33188745361626837
51.405134,12.213224,337.51937351263393,-92.4,216.0,0.5235581997888161,0.2266333155600162,0.06963700909550659,0.4640624999999999,0.0,0.2996984733018818,-0.5145986990597745,-1.005160481826939,0.40836669804202724
51.405104,12.213242,334.8847356452424,-91.2,216.0,0.5228384991843801,0.226774456606961,0.06905661703980956,0.4828124999999999,0.0,0.295569355928554,-0.5138332374577826,-1.0093376538818108,0.5230855646806662
51.40507,12.213261,331.8826665091403,-91.0,216.0,0.5220228384992388,0.22692343882318902,0.06839528247887729,0.48593749999999997,0.0,0.2908896895714638,-0.5130252502111896,-1.0140973817583916,0.5422053757871063
51.405037,12.213279,328.9773948344368,-92.2,216.0,0.5212311678341887,0.22706457987014772,0.06775527171287818,0.4671874999999999,0.0,0.28634766045982524,-0.5122597886091222,-1.0187036389604098,0.4274865091484673
51.405004,12.213297,326.0923125654634,-91.8,216.0,0.5204394971691385,0.22720572091710645,0.06711970852991886,0.4734375,0.0,0.2818056313481867,-0.5114943270070549,-1.023277886214319,0.46572613136134744
51.404969,12.213315,323.0244855727113,-91.6,216.0,0.5195998464639062,0.22734686196405124,0.066443887979063,0.47656250000000006,0.0,0.2769883277456449,-0.5107288654050631,-1.0281418720174202,0.48484594246778745
51.404931,12.213334,319.70401725423784,-90.9,216.0,0.51868822569806,0.22749584418027927,0.06571241233412221,0.4874999999999999,0.0,0.2717581124047924,-0.5099208781584701,-1.033406416204188,0.5517652813403257
51.404894,12.213355,316.569852409677,-90.2,216.0,0.5178005949524751,0.2276605087350598,0.06502197802451859,0.4984374999999999,0.0,0.26666553431036943,-0.50902783962275,-1.0383755795059448,0.6186846202128652
51.404858,12.213376,313.5655409526034,-91.8,216.0,0.5169369542269814,0.22782517328984034,0.06436014949616321,0.4734375,0.0,0.2617105934613981,-0.5081348010870299,-1.0431388625430342,0.46572613136134744
51.404821,12.213397,310.490648303584,-91.4,216.0,0.5160493234813965,0.22798983784462087,0.06368277243129207,0.4796874999999999,0.0,0.25661801536697515,-0.5072417625513099,-1.0480140508200215,0.5039657535742261
51.404785,12.213417,307.515394968209,-88.3,216.0,0.5151856827559027,0.22814666123011818,0.06302734520126922,0.5281250000000001,0.0,0.2516630745180038,-0.5063912496601911,-1.0527312627156347,0.8003228257240437
51.404747,12.213439,304.43542127216574,-89.1,216.0,0.5142740619902268,0.228319166954168,0.062348848817738084,0.5156250000000001,0.0,0.24643285917812924,-0.5054556854799453,-1.0576145069034173,0.7238435812982849
51.404709,12.213461,301.3909422090899,-89.3,216.0,0.5133624412243806,0.22849167267823176,0.061678171650369124,0.5125000000000001,0.0,0.24120264383727671,-0.504520121299624,-1.0624414749741804,0.7047237701918447
